frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
21,1,820.5720368682678 529.9816091905313 1255.637170923695 836.1807404144731,1009.2174682617188 665.8359985351562 1140.6680908203125 710.0025024414062,0.6943322420120239,YG60HJC,0.7869038932766987
22,1,820.1363830690617 531.1311308282418 1253.4488743315449 838.2184387621733,1010.3807373046875 666.8408813476562 1139.12548828125 711.0775146484375,0.7053963541984558,YG6OHJC,0.5334390047834102
23,1,819.9199862599157 531.2361999923806 1251.5500530824393 838.2053882626866,1007.7186279296875 665.6121826171875 1134.2266845703125 707.468994140625,0.657577633857727,YG6OHJC,0.8628202918666288
24,1,819.7195065811086 531.9059928828526 1249.1476163205764 838.2801529071921,1006.3787841796875 665.8257446289062 1132.072998046875 706.5462036132812,0.6771656274795532,YG6OHJC,0.3577292952191525
25,1,819.6312196815766 532.5080773709242 1246.784418497813 838.3220840358902,1005.9254150390625 665.5520324707031 1130.224365234375 706.8775634765625,0,0,0
26,1,819.5429327820447 533.1101618589958 1244.4212206750499 838.3640151645882,1005.4720458984375 665.2783203125 1128.375732421875 707.2089233398438,0.6849849224090576,YG6OHJC,0.5941821027315163
27,1,819.1595122314382 532.9867857534458 1241.0102818553676 837.3371462259105,1001.909912109375 662.4926147460938 1126.207763671875 705.785888671875,0.6831858158111572,YG6OHJC,0.44928107359365693
28,1,819.419233937183 532.8149930435915 1238.117018264696 836.0084090382585,1001.9747314453125 662.7877197265625 1124.6085205078125 703.7546997070312,0.6316556334495544,YG6OHJC,0.4274718685248844
29,1,819.5591511301996 533.4001859815417 1235.1465626633617 835.353028538593,998.4635009765625 662.8585205078125 1119.3563232421875 704.2980346679688,0.6547889113426208,YGGOHJC,0.6052652614832661
30,1,819.3480890483843 533.677039256567 1231.555877984007 834.452553668852,998.0363159179688 661.8983764648438 1117.8978271484375 702.5553588867188,0.6117546558380127,YGGOHJC,0.24550387038753452
31,1,819.4022080635857 533.4091702714973 1227.9250621522076 831.7905065502141,994.3372192382812 661.128173828125 1116.8753662109375 701.411865234375,0.575752317905426,YGGOHJC,0.747499873754437
32,1,818.8356258320425 532.3830039852023 1223.3962298830734 827.6430564445745,994.6082763671875 660.7146606445312 1112.064697265625 702.8571166992188,0.6842156052589417,YGGOHJC,0.8053826871784574
33,1,818.770486361688 531.3159502862234 1219.3387845445793 821.5906415982602,991.027587890625 660.8018188476562 1110.6651611328125 700.162353515625,0.6420387029647827,YG6OHJC,0.8090812179990625
34,1,819.1916926887208 530.9552726836997 1216.0808863313298 816.0847915858809,990.3356323242188 659.1785888671875 1106.047119140625 697.0255737304688,0.676835834980011,YG6OHJC,0.38508826988840356
35,1,819.6631851490321 531.4576778710843 1213.1385931685754 811.9082501143212,988.481689453125 658.95849609375 1104.19921875 698.7791748046875,0.5041590332984924,YG6OHJC,0.7750635590951055
36,1,819.4416881594188 532.1641013195048 1209.4331922262297 808.8166471899987,986.4614868164062 658.2662353515625 1100.1549072265625 695.7186279296875,0.6077890992164612,YG6OHJC,0.7122737506908148
37,1,819.1571026502124 532.6498569448336 1205.0351608845508 804.8914814650352,985.2903442382812 654.7778930664062 1099.7476806640625 696.3949584960938,0.7130914330482483,YG6OHJC,0.7256735036751504
38,1,819.2757815199102 533.6208644327801 1201.4676222580704 802.5815746067069,982.3709716796875 655.5519409179688 1095.1236572265625 695.997802734375,0.7087690234184265,YG6OHJC,0.37136932958048374
39,1,819.2308910075801 534.3687532903893 1197.4353015372394 800.0841864170782,980.23974609375 655.3612060546875 1092.75439453125 692.375244140625,0.704372763633728,YG6OHJC,0.25923279042224834
40,1,819.2711829548941 534.8994401178497 1193.247877104326 797.6413812723197,979.3644104003906 654.0543823242188 1089.6222534179688 691.6934509277344,0,0,0
41,1,819.3114749022081 535.4301269453102 1189.060452671413 795.1985761275611,978.4890747070312 652.74755859375 1086.4901123046875 691.0116577148438,0.6975873708724976,YCGOHJC,0.40222596370036084
42,1,819.3478551661032 535.8781729706038 1184.9952566033296 792.9254203371231,973.7327270507812 651.117919921875 1083.4615478515625 691.1973266601562,0.7265819311141968,YG6OHJC,0.9003987891376279
43,1,819.3838742168439 535.8846994377298 1181.0725914562322 790.1313813489646,973.3683471679688 650.66015625 1082.207275390625 687.8124389648438,0.5989967584609985,YG60HJC,0.651273151929457
44,1,819.5780405135836 536.2127604583432 1177.4254294475504 787.6171461972135,970.5709228515625 649.6133422851562 1078.4119873046875 690.422119140625,0.7011366486549377,YG6OHJC,0.40887979514921813
45,1,819.6176136783091 537.0426505749824 1173.0270332226007 786.0048798678031,967.6014404296875 650.3446655273438 1075.913818359375 684.8632202148438,0.6725049018859863,YG6OHJC,0.44041676439971
46,1,819.6862824727039 537.1876935313785 1168.7045379916178 783.338516386355,969.019775390625 648.0256958007812 1073.745849609375 684.2699584960938,0.6863142251968384,YG6OHJC,0.6442685016285797
47,1,820.1696330891308 537.7051028044557 1164.7256028586485 781.3505585283503,964.7199096679688 647.9828491210938 1066.3909912109375 681.51953125,0.6315085887908936,YG60HJC,0.5262063055275059
48,1,820.3761047280393 538.256391137074 1160.654324478689 779.6889829727571,961.692626953125 648.4581298828125 1064.126953125 680.2205200195312,0.5697745680809021,YG6OHJC,0.7713313943355091
49,1,820.5136020718534 538.7236472440031 1156.3653434533508 777.226295134762,960.68115234375 644.1366577148438 1060.7183837890625 680.5116577148438,0.6451118588447571,YG60HJC,0.33246426746314917
50,1,820.2656366646899 539.3221685748308 1152.0499042000474 775.6771231844618,959.2152099609375 645.791259765625 1058.073486328125 678.3021850585938,0.6060246825218201,YG6OHJC,0.5795397233415318
51,1,820.6974189087979 539.9629751962576 1148.4417066708313 774.0037782361168,956.6361694335938 645.6678466796875 1054.806640625 678.5363159179688,0.6322304606437683,YGGOHUC,0.4220362879318214
52,1,820.5423595817588 540.7048327431432 1144.5574076601429 772.1200906146546,954.8427429199219 643.8397216796875 1051.9547119140625 676.5955810546875,0,0,0
53,1,820.3873002547197 541.446690290029 1140.6731086494542 770.2364029931923,953.04931640625 642.0115966796875 1049.102783203125 674.6548461914062,0.605833113193512,YG6OHJC,0.6041887428213455
54,1,820.1253706873126 541.8094963568498 1136.0574795138145 768.1142208426103,949.2703857421875 640.111083984375 1044.8924560546875 673.3037109375,0.6559754014015198,YG6OHJC,0.2642476254247774
55,1,820.1374664442907 542.4547985855065 1131.9217879225894 766.443937161748,950.53271484375 640.0388793945312 1042.254638671875 672.2448120117188,0.6362791657447815,YC6OHJC,0.4568769651166676
56,1,820.3095394151596 542.908389619784 1128.1988606054456 764.3681813453186,943.7620239257812 639.5136108398438 1039.460205078125 670.550537109375,0.6330630779266357,YGGOHUC,0.46242706390167587
57,1,820.567816042259 543.5419846517888 1124.3535372519332 762.2434949150753,943.7666015625 637.6048583984375 1035.5343017578125 670.3540649414062,0.6653861403465271,YG6OHJC,0.5448971027542833
58,1,820.2879583682168 543.8090456147074 1119.5775541409735 759.569382731346,944.2545776367188 637.8043823242188 1034.3175048828125 667.6381225585938,0.6497841477394104,YG6OHJC,0.5733140115261334
59,1,820.0822742589224 544.0440831508135 1115.7139290338341 756.7624046637511,937.3475341796875 636.4464111328125 1030.6427001953125 669.5597534179688,0.668567955493927,YCGOHJC,0.7495430037517672
60,1,819.9417791099711 545.0813899276609 1111.8519941075529 755.4655203515704,938.9710693359375 635.25146484375 1027.2843017578125 667.1420288085938,0.6398393511772156,YC6OHJC,0.7737903804725723
61,1,819.5547635220819 546.0069736567584 1107.882959175089 754.1698739695487,935.558349609375 634.564208984375 1024.799560546875 666.0404663085938,0.6139806509017944,YG6OHJC,0.28076814661327953
62,1,819.5780894655131 547.5353726914518 1104.351522133704 754.1846840736348,935.424560546875 637.16943359375 1022.2017211914062 667.7947387695312,0.6441254615783691,3G6OHJC,0.18096118005858802
63,1,819.6805844505622 549.6333638751005 1100.6253457738976 754.0386779270214,932.391845703125 638.1231689453125 1019.1813659667969 667.3497009277344,0,0,0
64,1,819.7830794356112 551.7313550587493 1096.899169414091 753.8926717804078,929.359130859375 639.076904296875 1016.1610107421875 666.9046630859375,0.6093736886978149,YG60HJC,0.28791181104506214
65,1,819.7543951976202 554.0361697980727 1093.2067358858137 753.9308344529284,927.9513244628906 640.0288696289062 1013.4009704589844 668.7470092773438,0,0,0
66,1,819.7257109596293 556.3409845373961 1089.5143023575365 753.9689971254489,926.5435180664062 640.9808349609375 1010.6409301757812 670.58935546875,0.608596682548523,YG6OHJC,0.3574823288455937
67,1,819.418686075995 557.6729346682423 1086.032502303449 752.6989667030616,929.2630004882812 640.851806640625 1008.4443969726562 670.11279296875,0.5424748659133911,LGGOHJC,0.5639276469566913
68,1,819.7236610573161 558.7984198036236 1083.2850036746402 751.4768061176155,925.4505615234375 640.3159790039062 1007.5321655273438 671.4301147460938,0.5936097502708435,YC6OHJC,0.3884145857812457
69,1,820.1381435622285 559.917988773981 1080.4541804124783 750.3166026199747,924.9829711914062 640.3184814453125 1005.0077514648438 667.39794921875,0.5221636295318604,YCGOAJC,0.22010082327111208
70,1,820.3827951812141 560.6533692011171 1077.5593805823082 749.1870506208925,922.980224609375 639.6808776855469 1001.7797546386719 667.8829650878906,0,0,0
71,1,820.6274468001996 561.3887496282531 1074.6645807521381 748.0574986218102,920.9774780273438 639.0432739257812 998.5517578125 668.3679809570312,0.6236711740493774,YCGOHJC,0.2385405985676728
72,1,821.3476623750082 561.3915479408654 1072.374748524524 745.741476943768,918.7996215820312 639.2584838867188 1000.9066772460938 669.0963134765625,0.5853528380393982,YC6OHJG,0.18406202746215955
73,1,821.5337379750061 561.5685751240758 1069.6036694826566 743.8932436560433,922.931396484375 638.4723510742188 995.91357421875 665.4866333007812,0.5302342176437378,XCGOHJC,0.3482063908276063
74,1,821.943722012614 561.8104995512969 1066.750198709859 742.7454317917117,917.2877807617188 636.7984008789062 994.4705810546875 662.3628540039062,0.4877986013889313,KC6OHJC,0.2922273130406591
75,1,822.30596821727 561.6855674525402 1064.7205961453908 740.5885090681957,919.322021484375 637.32421875 986.0231323242188 661.8555297851562,0.5195908546447754,MCGOHJC,0.24643062287388356
76,1,822.505791528857 561.7920845489293 1062.4237812418853 738.9346784093675,915.777587890625 635.9468078613281 988.3882446289062 662.1157836914062,0,0,0
77,1,822.705614840444 561.8986016453183 1060.1269663383798 737.2808477505395,912.233154296875 634.5693969726562 990.7533569335938 662.3760375976562,0.5816034078598022,YCGOHJC,0.49462246695219
78,1,823.1343703741397 562.2337836874049 1057.94308031924 736.0790609388498,914.5000610351562 634.6885986328125 987.9811096191406 661.704833984375,0,0,0
79,1,823.5631259078356 562.5689657294915 1055.7591943001 734.87727412716,916.7669677734375 634.8078002929688 985.2088623046875 661.0336303710938,0.5334786176681519,XGGOHJC,0.24369844786218292
80,1,823.9194498221441 562.6963962136161 1053.9245439835424 734.0705522213159,914.9049072265625 634.2523193359375 985.4854736328125 661.0297241210938,0,0,0
81,1,824.2757737364526 562.8238266977409 1052.0898936669848 733.2638303154718,913.0428466796875 633.6968383789062 985.7620849609375 661.0258178710938,0,0,0
82,1,824.6320976507611 562.9512571818655 1050.2552433504272 732.4571084096276,911.1807861328125 633.141357421875 986.0386962890625 661.0219116210938,0.553854763507843,YGSOHJC,0.12165392040707912
83,1,825.0218214990008 563.2834467900786 1048.7316089375236 731.090410777116,912.0606079101562 633.6325073242188 980.1326293945312 659.21142578125,0.49331381916999817,LGGOHJC,0.4545551784383393
84,1,825.5069395320453 563.7191701899849 1047.9280615454895 730.4908964877893,912.1887664794922 633.4525756835938 979.5335235595703 659.0027008056641,0,0,0
85,1,825.9920575650897 564.1548935898911 1047.1245141534553 729.8913821984628,912.3169250488281 633.2726440429688 978.9344177246094 658.7939758300781,0,0,0
86,1,826.4771755981342 564.5906169897974 1046.3209667614212 729.2918679091362,912.4450836181641 633.0927124023438 978.3353118896484 658.5852508544922,0,0,0
87,1,826.9622936311787 565.0263403897037 1045.517419369387 728.6923536198095,912.5732421875 632.9127807617188 977.7362060546875 658.3765258789062,0,0,0
88,1,827.4474116642231 565.4620637896099 1044.713871977353 728.092839330483,912.7014007568359 632.7328491210938 977.1371002197266 658.1678009033203,0,0,0
89,1,827.9325296972676 565.8977871895162 1043.910324585319 727.4933250411564,912.8295593261719 632.5529174804688 976.5379943847656 657.9590759277344,0,0,0
90,1,828.4176477303121 566.3335105894224 1043.1067771932846 726.8938107518297,912.9577178955078 632.3729858398438 975.9388885498047 657.7503509521484,0,0,0
91,1,828.9027657633565 566.7692339893287 1042.3032298012506 726.2942964625032,913.0858764648438 632.1930541992188 975.3397827148438 657.5416259765625,0,0,0
92,1,829.387883796401 567.204957389235 1041.4996824092163 725.6947821731766,913.2140350341797 632.0131225585938 974.7406768798828 657.3329010009766,0,0,0
93,1,829.8730018294455 567.6406807891412 1040.6961350171823 725.0952678838499,913.3421936035156 631.8331909179688 974.1415710449219 657.1241760253906,0,0,0
94,1,830.3581198624898 568.0764041890475 1039.892587625148 724.4957535945234,913.4703521728516 631.6532592773438 973.5424652099609 656.9154510498047,0,0,0
95,1,830.8432378955343 568.5121275889537 1039.089040233114 723.8962393051968,913.5985107421875 631.4733276367188 972.943359375 656.7067260742188,0.4194452166557312,KCGOHJC,0.12989735164265306
96,1,831.254114148679 567.8469079189734 1038.8195715813326 722.8237532327133,913.0017700195312 628.6755981445312 974.8767700195312 655.2522583007812,0.5216454863548279,KCGOKJC,0.12431642874802969
97,1,831.6475459980873 567.305501009812 1038.7459186777958 721.8912343032436,914.4972839355469 628.0323333740234 974.5066223144531 654.6551361083984,0,0,0
98,1,832.0409778474955 566.7640941006507 1038.672265774259 720.9587153737739,915.9927978515625 627.3890686035156 974.136474609375 654.0580139160156,0,0,0
99,1,832.4344096969038 566.2226871914893 1038.5986128707218 720.0261964443041,917.4883117675781 626.7458038330078 973.7663269042969 653.4608917236328,0,0,0
100,1,832.827841546312 565.6812802823279 1038.524959967185 719.0936775148343,918.9838256835938 626.1025390625 973.3961791992188 652.86376953125,0.3595239818096161,YCGOHJC,0.123797671788452
101,1,833.4592462022568 565.7975089675219 1038.2715242419517 718.3840731674222,918.4817504882812 626.0462646484375 975.814453125 652.8475952148438,0.3812207877635956,YCGOHJC,0.36777874592843735
102,1,834.0840973157665 565.5182520955042 1038.2073415420327 717.735534565986,918.7965087890625 625.999267578125 975.4417114257812 652.5956420898438,0,0,0
103,1,834.7089484292761 565.2389952234865 1038.1431588421135 717.0869959645497,919.1112670898438 625.9522705078125 975.0689697265625 652.3436889648438,0,0,0
104,1,835.3337995427858 564.9597383514688 1038.0789761421945 716.4384573631135,919.426025390625 625.9052734375 974.6962280273438 652.0917358398438,0.3615249991416931,YCGOHJC,0.1373812054333513
105,1,836.0046295797788 564.2236267242752 1038.413335317185 715.4823270649557,918.2784118652344 622.9539489746094 976.1760864257812 650.9158020019531,0,0,0
106,1,836.6754596167717 563.4875150970815 1038.7476944921757 714.526196766798,917.1307983398438 620.0026245117188 977.6559448242188 649.7398681640625,0.3084631860256195,LGGOHJC,0.15687068738243964
107,1,837.516072241808 562.5618004666629 1039.140649379926 713.5236855614685,918.5235900878906 619.5231781005859 976.8781127929688 648.7007141113281,0,0,0
108,1,838.3566848668445 561.6360858362443 1039.533604267676 712.521174356139,919.9163818359375 619.0437316894531 976.1002807617188 647.6615600585938,0,0,0
109,1,839.1972974918808 560.7103712058256 1039.9265591554263 711.5186631508096,921.3091735839844 618.5642852783203 975.3224487304688 646.6224060058594,0,0,0
110,1,840.0379101169171 559.784656575407 1040.3195140431765 710.5161519454801,922.7019653320312 618.0848388671875 974.5446166992188 645.583251953125,0.41670480370521545,0GGOHJE,0.13291529934308655
111,1,840.6229044221261 559.3730079518213 1040.64515086553 709.8917077132581,923.1220354352679 617.9486607142857 975.6995675223214 645.3817487444196,0,0,0
112,1,841.2078987273352 558.9613593282355 1040.9707876878836 709.267263481036,923.5421055385044 617.812482561384 976.8545183454241 645.1802455357143,0,0,0
113,1,841.7928930325442 558.5497107046498 1041.296424510237 708.642819248814,923.962175641741 617.6763044084821 978.0094691685268 644.978742327009,0,0,0
114,1,842.3778873377532 558.1380620810642 1041.6220613325904 708.0183750165919,924.3822457449777 617.5401262555804 979.1644199916294 644.7772391183036,0,0,0
115,1,842.9628816429622 557.7264134574784 1041.947698154944 707.3939307843699,924.8023158482143 617.4039481026786 980.3193708147321 644.5757359095982,0,0,0
116,1,843.5478759481713 557.3147648338927 1042.2733349772975 706.7694865521478,925.2223859514509 617.2677699497768 981.4743216378348 644.3742327008929,0,0,0
117,1,844.1328702533802 556.903116210307 1042.598971799651 706.1450423199258,925.6424560546875 617.131591796875 982.6292724609375 644.1727294921875,0.5025181770324707,YOGOKJC,0.12169276295856563
118,1,844.7722409431601 556.9741696123908 1043.460115953286 706.5665015512313,926.7636108398438 617.1897583007812 981.7256469726562 644.0654296875,0.4915376901626587,YC6OWUC,0.0798928616338078
119,1,845.1193979417443 557.0096758071069 1043.6533442623627 706.4395258596413,926.8633422851562 617.0073486328125 982.1597290039062 643.6681518554688,0,0,0
120,1,845.4665549403285 557.0451820018229 1043.846572571439 706.3125501680514,926.9630737304688 616.8249389648438 982.5938110351562 643.2708740234375,0,0,0
121,1,845.8137119389125 557.080688196539 1044.0398008805157 706.1855744764614,927.0628051757812 616.642529296875 983.0278930664062 642.8735961914062,0,0,0
122,1,846.1608689374967 557.116194391255 1044.2330291895921 706.0585987848715,927.1625366210938 616.4601196289062 983.4619750976562 642.476318359375,0,0,0
123,1,846.5080259360809 557.1517005859711 1044.4262574986687 705.9316230932815,927.2622680664062 616.2777099609375 983.8960571289062 642.0790405273438,0.4380112886428833,ICGOKJC,0.0772456713882625
124,1,846.9527895102883 557.309526359715 1044.865025635504 705.9461098980855,927.8712666829427 616.377207438151 984.659901936849 642.3035685221354,0,0,0
125,1,847.3975530844957 557.467352133459 1045.3037937723393 705.9605967028897,928.4802652994791 616.4767049153646 985.4237467447916 642.5280965169271,0,0,0
126,1,847.8423166587031 557.6251779072029 1045.7425619091746 705.9750835076939,929.0892639160156 616.5762023925781 986.1875915527344 642.7526245117188,0,0,0
127,1,848.2870802329106 557.7830036809469 1046.1813300460099 705.9895703124979,929.6982625325521 616.6756998697916 986.9514363606771 642.9771525065104,0,0,0
128,1,848.731843807118 557.9408294546909 1046.6200981828451 706.004057117302,930.3072611490885 616.7751973470052 987.7152811686198 643.2016805013021,0,0,0
129,1,849.1766073813254 558.0986552284348 1047.0588663196804 706.0185439221061,930.916259765625 616.8746948242188 988.4791259765625 643.4262084960938,0.4036403000354767,WGSOKJC,0.09746781166332388
130,1,849.1468273202489 558.2504629991945 1047.2691579652064 706.3489361115928,931.0986328125 616.9927741156685 988.6285400390625 643.5614929199219,0,0,0
131,1,849.1170472591724 558.4022707699542 1047.4794496107324 706.6793283010796,931.281005859375 617.110853407118 988.7779541015625 643.69677734375,0,0,0
132,1,849.0872671980958 558.5540785407138 1047.6897412562585 707.0097204905663,931.46337890625 617.2289326985677 988.9273681640625 643.8320617675781,0,0,0
133,1,849.0574871370193 558.7058863114736 1047.9000329017845 707.3401126800532,931.645751953125 617.3470119900173 989.0767822265625 643.9673461914062,0,0,0
134,1,849.0277070759428 558.8576940822333 1048.1103245473103 707.6705048695399,931.828125 617.465091281467 989.2261962890625 644.1026306152344,0,0,0
135,1,848.9979270148663 559.0095018529929 1048.3206161928363 708.0008970590266,932.010498046875 617.5831705729166 989.3756103515625 644.2379150390625,0,0,0
136,1,848.9681469537898 559.1613096237526 1048.5309078383623 708.3312892485134,932.19287109375 617.7012498643663 989.5250244140625 644.3731994628906,0,0,0
137,1,848.9383668927132 559.3131173945122 1048.7411994838883 708.6616814380001,932.375244140625 617.8193291558159 989.6744384765625 644.5084838867188,0,0,0
138,1,848.9085868316367 559.464925165272 1048.9514911294143 708.9920736274869,932.5576171875 617.9374084472656 989.8238525390625 644.6437683105469,0,0,0
139,1,848.8788067705601 559.6167329360317 1049.1617827749403 709.3224658169736,932.739990234375 618.0554877387153 989.9732666015625 644.779052734375,0,0,0
140,1,848.8490267094836 559.7685407067913 1049.3720744204663 709.6528580064603,932.92236328125 618.1735670301649 990.1226806640625 644.9143371582031,0,0,0
141,1,848.8192466484071 559.920348477551 1049.5823660659923 709.9832501959471,933.104736328125 618.2916463216146 990.2720947265625 645.0496215820312,0,0,0
142,1,848.7894665873306 560.0721562483106 1049.7926577115184 710.3136423854338,933.287109375 618.4097256130642 990.4215087890625 645.1849060058594,0,0,0
143,1,848.7596865262541 560.2239640190703 1050.0029493570441 710.6440345749205,933.469482421875 618.5278049045139 990.5709228515625 645.3201904296875,0,0,0
144,1,848.7299064651775 560.37577178983 1050.2132410025702 710.9744267644073,933.65185546875 618.6458841959635 990.7203369140625 645.4554748535156,0,0,0
145,1,848.700126404101 560.5275795605897 1050.4235326480962 711.304818953894,933.834228515625 618.7639634874132 990.8697509765625 645.5907592773438,0,0,0
146,1,848.6703463430244 560.6793873313494 1050.6338242936222 711.6352111433808,934.0166015625 618.8820427788628 991.0191650390625 645.7260437011719,0,0,0
147,1,848.6405662819479 560.8311951021091 1050.8441159391482 711.9656033328675,934.198974609375 619.0001220703125 991.1685791015625 645.861328125,0.3155633211135864,YOGONJC,0.1498845759752512
148,1,848.6519480272412 560.1921885552385 1051.3288084061398 711.6332799478615,934.6292495727539 618.6307640075684 991.4740676879883 645.3306999206543,0,0,0
149,1,848.6633297725346 559.5531820083681 1051.8135008731315 711.3009565628555,935.0595245361328 618.2614059448242 991.7795562744141 644.8000717163086,0,0,0
150,1,848.674711517828 558.9141754614977 1052.2981933401231 710.9686331778495,935.4897994995117 617.8920478820801 992.0850448608398 644.2694435119629,0,0,0
151,1,848.6860932631213 558.2751689146272 1052.7828858071148 710.6363097928433,935.9200744628906 617.5226898193359 992.3905334472656 643.7388153076172,0,0,0
152,1,848.6974750084146 557.6361623677567 1053.2675782741064 710.3039864078373,936.3503494262695 617.1533317565918 992.6960220336914 643.2081871032715,0,0,0
153,1,848.708856753708 556.9971558208863 1053.752270741098 709.9716630228313,936.7806243896484 616.7839736938477 993.0015106201172 642.6775588989258,0,0,0
154,1,848.7202384990013 556.3581492740159 1054.2369632080897 709.6393396378253,937.2108993530273 616.4146156311035 993.306999206543 642.1469306945801,0,0,0
155,1,848.7316202442946 555.7191427271454 1054.7216556750814 709.3070162528193,937.6411743164062 616.0452575683594 993.6124877929688 641.6163024902344,0,0,0
156,1,848.7430019895879 555.0801361802748 1055.2063481420728 708.9746928678132,938.0714492797852 615.6758995056152 993.9179763793945 641.0856742858887,0,0,0
157,1,848.7543837348812 554.4411296334044 1055.6910406090644 708.6423694828072,938.5017242431641 615.3065414428711 994.2234649658203 640.555046081543,0,0,0
158,1,848.7657654801747 553.802123086534 1056.175733076056 708.3100460978012,938.931999206543 614.937183380127 994.5289535522461 640.0244178771973,0,0,0
159,1,848.777147225468 553.1631165396635 1056.6604255430477 707.9777227127952,939.3622741699219 614.5678253173828 994.8344421386719 639.4937896728516,0,0,0
160,1,848.7885289707613 552.524109992793 1057.1451180100394 707.645399327789,939.7925491333008 614.1984672546387 995.1399307250977 638.9631614685059,0,0,0
161,1,848.7999107160547 551.8851034459226 1057.629810477031 707.313075942783,940.2228240966797 613.8291091918945 995.4454193115234 638.4325332641602,0,0,0
162,1,848.811292461348 551.2460968990522 1058.1145029440227 706.980752557777,940.6530990600586 613.4597511291504 995.7509078979492 637.9019050598145,0,0,0
163,1,848.8226742066413 550.6070903521817 1058.5991954110143 706.648429172771,941.0833740234375 613.0903930664062 996.056396484375 637.3712768554688,0.27773022651672363,YGGOKJC,0.09047625365766694
