frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
49,1,436.4959548203193 829.0607522231759 1918.6258433724834 1733.679026782184,704.7355143229166 1417.2457478841145 1078.4144897460938 1562.0724080403645,0,0,0
50,1,432.63931060580353 828.3133801146894 1916.2409565829262 1733.4037004147733,700.2086181640625 1415.70703125 1076.0377197265625 1562.575927734375,0.7597233057022095,48서8337,0.4927342430691384
51,1,429.5153671781891 826.85154056758 1912.9345117083867 1732.4230022885658,692.0767822265625 1415.5400390625 1072.2572021484375 1563.09228515625,0.7605096101760864,48서8337,0.3438260536061355
52,1,425.5148498884159 825.8179012642433 1909.57879299664 1731.7948936677944,688.291374206543 1414.6781158447266 1068.800033569336 1562.4799346923828,0,0,0
53,1,421.5143325986427 824.7842619609067 1906.2230742848933 1731.166785047023,684.5059661865234 1413.8161926269531 1065.3428649902344 1561.8675842285156,0,0,0
54,1,417.5138153088694 823.7506226575701 1902.8673555731468 1730.5386764262514,680.7205581665039 1412.9542694091797 1061.8856964111328 1561.2552337646484,0,0,0
55,1,413.5132980190962 822.7169833542334 1899.5116368614001 1729.91056780548,676.9351501464844 1412.0923461914062 1058.4285278320312 1560.6428833007812,0,0,0
56,1,409.512780729323 821.6833440508968 1896.1559181496534 1729.2824591847086,673.1497421264648 1411.2304229736328 1054.9713592529297 1560.030532836914,0,0,0
57,1,405.51226343954977 820.6497047475602 1892.800199437907 1728.654350563937,669.3643341064453 1410.3684997558594 1051.5141906738281 1559.4181823730469,0,0,0
58,1,401.51174614977657 819.6160654442236 1889.4444807261602 1728.0262419431656,665.5789260864258 1409.506576538086 1048.0570220947266 1558.8058319091797,0,0,0
59,1,397.51122886000337 818.582426140887 1886.0887620144135 1727.3981333223942,661.7935180664062 1408.6446533203125 1044.599853515625 1558.1934814453125,0.7622859477996826,48서8337,0.9080578943742315
60,1,395.19619632062404 817.903080674907 1887.001202030956 1727.411666596758,659.9364624023438 1410.2076416015625 1040.381103515625 1558.405517578125,0.7590598464012146,48서8337,0.42441610074995173
61,1,391.3337820832086 817.1516219239874 1883.823494154124 1727.0577667614525,657.0216369628906 1410.3316650390625 1036.87255859375 1558.4411010742188,0,0,0
62,1,387.4713678457931 816.4001631730678 1880.645786277292 1726.7038669261467,654.1068115234375 1410.4556884765625 1033.364013671875 1558.4766845703125,0.7539272904396057,48서8337,0.35277931648134
63,1,384.5719307611997 815.7668818089094 1878.8960763319253 1726.041866531714,649.1900227864584 1409.7782796223958 1028.6600138346355 1558.1565755208333,0,0,0
64,1,381.67249367660634 815.133600444751 1877.1463663865588 1725.3798661372814,644.2732340494791 1409.1008707682292 1023.9560139973959 1557.8364664713542,0,0,0
65,1,378.77305659201295 814.5003190805926 1875.3966564411921 1724.7178657428487,639.3564453125 1408.4234619140625 1019.2520141601562 1557.516357421875,0.7611848711967468,48서8337,0.3245165124122357
66,1,375.8805201191392 813.4363482242043 1875.4664487944317 1724.1009557332395,636.84423828125 1409.7703857421875 1015.6572875976562 1555.282470703125,0.75730961561203,48서8337,0.4748041257535848
67,1,371.8640123706574 812.8999969656969 1874.0282763611958 1723.2612029788124,636.9270629882812 1409.6876220703125 1011.0075073242188 1555.8592529296875,0.7556554079055786,48서8337,0.8647139230909419
68,1,367.13242356749095 811.8414668038772 1870.6773969590245 1722.587452824699,626.2744140625 1405.365478515625 1009.9656982421875 1558.5450439453125,0.7586148977279663,48서8337,0.6054642046866882
69,1,364.0323353358575 810.6891398631805 1869.596261032918 1721.6196070307906,625.0119018554688 1404.4000244140625 1007.8922119140625 1556.438720703125,0.758284866809845,48서8337,0.7185821610384495
70,1,358.57822118459734 810.4453033411638 1863.7581647323157 1721.0023501064695,619.6771647135416 1402.701171875 1005.9235026041666 1556.7713623046875,0,0,0
71,1,353.1241070333371 810.2014668191471 1857.9200684317134 1720.3850931821482,614.3424275716146 1401.0023193359375 1003.9547932942709 1557.10400390625,0,0,0
72,1,347.66999288207694 809.9576302971304 1852.0819721311111 1719.7678362578272,609.0076904296875 1399.303466796875 1001.986083984375 1557.4366455078125,0.7596420049667358,48서8337,0.3444497921787639
73,1,343.4701527649032 809.7449245234402 1846.7755230408227 1719.4785114131666,605.5123291015625 1400.1732991536458 997.3258056640625 1556.5513509114583,0,0,0
74,1,339.2703126477295 809.5322187497499 1841.469073950534 1719.1891865685059,602.0169677734375 1401.0431315104167 992.66552734375 1555.6660563151042,0,0,0
75,1,335.0704725305558 809.3195129760596 1836.1626248602456 1718.8998617238453,598.5216064453125 1401.9129638671875 988.0052490234375 1554.78076171875,0.7533441781997681,48서8337,0.6906478264374363
76,1,330.5712983460401 807.042890254628 1832.5817485948824 1717.6422099234455,595.8175964355469 1403.4600219726562 980.430908203125 1552.7962646484375,0,0,0
77,1,326.07212416152447 804.7662675331965 1829.0008723295193 1716.384558123046,593.1135864257812 1405.007080078125 972.8565673828125 1550.811767578125,0.7560423612594604,48서8337,0.8796813622399389
78,1,320.4706102036005 803.831826087155 1824.7558364266104 1715.5151171246346,587.8097882952009 1404.1524483816963 967.9920305524554 1550.1410260881696,0,0,0
79,1,314.8690962456765 802.8973846411136 1820.5108005237012 1714.6456761262234,582.5059901646206 1403.297816685268 963.1274937220982 1549.4702845982142,0,0,0
80,1,309.2675822877525 801.9629431950722 1816.2657646207922 1713.776235127812,577.2021920340402 1402.4431849888392 958.262956891741 1548.7995431082588,0,0,0
81,1,303.6660683298285 801.0285017490306 1812.0207287178832 1712.9067941294009,571.8983939034598 1401.5885532924108 953.398420061384 1548.1288016183037,0,0,0
82,1,298.0645543719045 800.0940603029892 1807.7756928149743 1712.0373531309895,566.5945957728794 1400.733921595982 948.5338832310268 1547.4580601283483,0,0,0
83,1,292.4630404139805 799.1596188569478 1803.530656912065 1711.1679121325783,561.2907976422991 1399.8792898995537 943.6693464006696 1546.787318638393,0,0,0
84,1,286.8615264560565 798.2251774109063 1799.285621009156 1710.298471134167,555.9869995117188 1399.024658203125 938.8048095703125 1546.1165771484375,0.7529209852218628,48서8337,0.40838261018098726
85,1,279.9833006222109 795.040118385519 1795.9765785415536 1708.3667435732443,547.9217529296875 1397.5716552734375 929.2738647460938 1547.5028076171875,0.7548384070396423,48서8337,0.48334638124789414
86,1,272.02314558794285 794.0378686999429 1788.2078894803403 1708.5079118255048,537.130126953125 1397.798828125 925.9276733398438 1549.1153564453125,0,0,0
87,1,264.0629905536748 793.0356190143668 1780.4392004191268 1708.6490800777653,526.3385009765625 1398.0260009765625 922.5814819335938 1550.7279052734375,0.7574964165687561,48서8337,0.31524600213063364
88,1,258.04108073164923 791.9893496614511 1779.9838572474455 1709.2003139074102,521.3668212890625 1399.3597412109375 913.175537109375 1545.938232421875,0.7530280947685242,48서8337,0.3919846683692906
89,1,247.45184257049314 790.4944227667243 1771.4758170896296 1708.6533797167476,510.44842346191405 1398.496142578125 903.3395556640625 1545.580947265625,0,0,0
90,1,236.86260440933705 788.9994958719975 1762.9677769318137 1708.106445526085,499.53002563476565 1397.6325439453126 893.50357421875 1545.223662109375,0,0,0
91,1,226.27336624818096 787.5045689772707 1754.4597367739975 1707.5595113354225,488.6116278076172 1396.7689453125 883.6675927734375 1544.866376953125,0,0,0
92,1,215.68412808702487 786.0096420825438 1745.9516966161816 1707.01257714476,477.69322998046874 1395.9053466796875 873.831611328125 1544.509091796875,0,0,0
93,1,205.09488992586878 784.514715187817 1737.4436564583657 1706.4656429540973,466.7748321533203 1395.041748046875 863.9956298828125 1544.151806640625,0,0,0
94,1,194.5056517647127 783.0197882930902 1728.9356163005498 1705.9187087634348,455.8564343261719 1394.1781494140625 854.1596484375 1543.794521484375,0,0,0
95,1,183.91641360355658 781.5248613983633 1720.4275761427339 1705.371774572772,444.93803649902344 1393.31455078125 844.3236669921876 1543.437236328125,0,0,0
96,1,173.32717544240052 780.0299345036366 1711.9195359849177 1704.8248403821094,434.019638671875 1392.4509521484374 834.487685546875 1543.079951171875,0,0,0
97,1,162.7379372812444 778.5350076089097 1703.4114958271018 1704.2779061914468,423.1012408447266 1391.587353515625 824.6517041015625 1542.722666015625,0,0,0
98,1,152.14869912008834 777.0400807141829 1694.903455669286 1703.7309720007843,412.18284301757814 1390.7237548828125 814.81572265625 1542.365380859375,0,0,0
99,1,141.55946095893222 775.5451538194561 1686.39541551147 1703.1840378101217,401.2644451904297 1389.86015625 804.9797412109375 1542.008095703125,0,0,0
100,1,130.97022279777613 774.0502269247293 1677.887375353654 1702.6371036194591,390.3460473632813 1388.9965576171876 795.143759765625 1541.650810546875,0,0,0
101,1,120.38098463662004 772.5553000300024 1669.379335195838 1702.0901694287966,379.4276495361328 1388.132958984375 785.3077783203125 1541.293525390625,0,0,0
102,1,109.79174647546395 771.0603731352755 1660.871295038022 1701.543235238134,368.5092517089844 1387.2693603515625 775.471796875 1540.936240234375,0,0,0
103,1,99.20250831430786 769.5654462405488 1652.3632548802061 1700.9963010474714,357.5908538818359 1386.40576171875 765.6358154296875 1540.578955078125,0,0,0
104,1,88.61327015315177 768.0705193458219 1643.8552147223902 1700.4493668568089,346.6724560546875 1385.5421630859375 755.799833984375 1540.221669921875,0,0,0
105,1,78.02403199199568 766.5755924510951 1635.3471745645743 1699.9024326661463,335.7540582275391 1384.678564453125 745.9638525390625 1539.864384765625,0,0,0
106,1,67.4347938308396 765.0806655563683 1626.8391344067581 1699.3554984754837,324.8356604003906 1383.8149658203124 736.12787109375 1539.507099609375,0,0,0
107,1,56.845555669683506 763.5857386616415 1618.3310942489422 1698.808564284821,313.91726257324217 1382.9513671875 726.2918896484375 1539.149814453125,0,0,0
108,1,46.25631750852742 762.0908117669146 1609.8230540911263 1698.2616300941584,302.9988647460938 1382.0877685546875 716.455908203125 1538.792529296875,0,0,0
109,1,35.66707934737133 760.5958848721879 1601.3150139333104 1697.7146959034958,292.0804669189453 1381.224169921875 706.6199267578124 1538.435244140625,0,0,0
110,1,25.077841186215238 759.100957977461 1592.8069737754945 1697.1677617128332,281.16206909179687 1380.3605712890626 696.7839453125 1538.077958984375,0,0,0
111,1,14.488603025059149 757.6060310827341 1584.2989336176784 1696.6208275221707,270.24367126464847 1379.49697265625 686.9479638671875 1537.720673828125,0,0,0
112,1,3.899364863903031 756.1111041880074 1575.7908934598624 1696.073893331508,259.3252734375 1378.6333740234375 677.1119824218749 1537.363388671875,0,0,0
113,1,-6.68987329725303 754.6161772932805 1567.2828533020465 1695.5269591408455,248.40687561035156 1377.769775390625 667.2760009765625 1537.006103515625,0.7687281370162964,48고8337,0.12661383687349487
0,3,2521.398193359375 869.7540893554688 3586.768798828125 1838.9722900390625,2888.83447265625 1531.8896484375 3264.35009765625 1632.609375,0.7291494607925415,209무1443,0.9414966720990854
1,3,2519.664147875623 868.0453149174886 3582.785886082651 1836.9302184463809,2887.45947265625 1531.9310302734375 3262.281005859375 1630.7713623046875,0.7338841557502747,209무1443,0.5128119764647338
2,3,2518.0967480431827 866.2983443266426 3580.3862674659686 1833.6039927851075,2877.424072265625 1525.7479248046875 3261.82763671875 1630.7449951171875,0.7326548099517822,209무1443,0.7477558707160628
3,3,2516.79484803648 866.1762636889418 3578.3406886404714 1832.727134226159,2886.7509765625 1527.5628662109375 3258.448486328125 1629.7672119140625,0.7373567223548889,209무1443,0.9743774222682839
4,3,2513.3897877811464 865.9353625890407 3574.7218050753513 1831.295836867038,2897.416748046875 1528.6409912109375 3257.80078125 1626.8858642578125,0.7339035868644714,209무1443,0.6766772143383682
5,3,2511.2201908805787 865.0908250067057 3571.6880628974936 1828.9070521566243,2896.674072265625 1529.4580078125 3253.130859375 1627.17919921875,0.7345037460327148,209무1443,0.8901980358746342
6,3,2506.7055422120593 864.3344610529747 3567.5756522612974 1827.7398194692269,2875.4013671875 1526.5081787109375 3250.81884765625 1625.781005859375,0.7326568365097046,209무1443,0.9303781986357855
7,3,2503.977168216288 864.7300101322788 3563.5368704307593 1826.0946526424514,2871.218994140625 1523.9403076171875 3242.20703125 1622.7117919921875,0.7294892072677612,209무1443,0.6428674676077561
8,3,2501.2813902747175 863.5853502462967 3560.3768141544515 1825.9568491566886,2855.829345703125 1524.685302734375 3241.588623046875 1622.02490234375,0.7267940640449524,209무1443,0.7817517045446989
9,3,2498.991628755638 862.6573713643827 3557.6753274837233 1824.9221707434979,2855.2549641927085 1523.6997884114583 3237.6704915364585 1622.0851643880208,0,0,0
10,3,2496.701867236559 861.7293924824686 3554.973840812995 1823.887492330307,2854.6805826822915 1522.7142740885417 3233.7523600260415 1622.1454264322917,0,0,0
11,3,2494.4121057174793 860.8014136005546 3552.272354142267 1822.8528139171162,2854.106201171875 1521.728759765625 3229.834228515625 1622.2056884765625,0.725267231464386,209무1443,0.927246483984621
12,3,2492.5534843532446 860.430907943034 3549.131531606054 1820.946578644623,2868.97412109375 1519.5677490234375 3230.379638671875 1617.5972900390625,0.7207654118537903,209무1443,0.9788494702910797
13,3,2490.9194960839122 859.7603131256469 3547.5440989049375 1821.413320508761,2866.207763671875 1519.6629638671875 3224.997314453125 1618.3765869140625,0.7196782827377319,209무1443,0.9639233902576183
14,3,2489.0260437971074 858.7259327366481 3546.0928077547096 1819.098551435994,2861.197509765625 1519.1533203125 3225.051513671875 1618.0599365234375,0.7221984267234802,209무1443,0.8913795422994035
15,3,2486.740934823384 858.3409204790878 3543.257512475845 1817.3242842273776,2853.451416015625 1518.5504150390625 3223.78515625 1616.6795654296875,0.7196705341339111,209무1443,0.9252811338352247
9,4,2499.278705791373 861.1274284443589 3556.3346341971055 1821.909174028196,2860.814208984375 1523.764892578125 3236.719482421875 1620.4288330078125,0.7230242490768433,209무1443,0.7876400459006048
10,4,2497.8618257525013 862.3172589968897 3552.9344805007186 1820.143050754081,2848.143310546875 1522.80810546875 3231.73828125 1620.9588623046875,0.7233823537826538,209무1443,0.7890351821703171
18,5,2482.4201212177486 860.1287280626017 3535.4241258905067 1810.7746187402645,2840.883544921875 1516.68310546875 3220.28466796875 1616.574462890625,0.7172891497612,209무1443,0.6651081737452533
19,5,2481.2255154297914 859.9732394470484 3534.7552045373936 1811.3596912002236,2839.332275390625 1517.95458984375 3217.4033203125 1616.01123046875,0.7184379696846008,209무1443,0.9627500810472126
20,5,2476.8520917636665 859.6669234201661 3532.478571900368 1813.7298557039223,2841.314453125 1517.4884033203125 3214.72119140625 1615.767333984375,0.7185590863227844,209무1443,0.6981682064378694
21,5,2474.3644119090395 858.1869742861836 3530.6960753160847 1813.6739015407502,2840.223876953125 1515.3359375 3212.757568359375 1616.1875,0.7197587490081787,209무1443,0.5024758173631909
22,5,2472.4109118861425 857.48347295495 3529.005459967946 1813.8979348667474,2838.41845703125 1516.1121826171875 3208.949951171875 1615.9881591796875,0.7190831303596497,209무1443,0.6967246122789382
23,5,2470.5162066560215 855.325633460722 3527.920092450454 1812.653835961223,2826.5986328125 1515.4010009765625 3208.63037109375 1615.3450927734375,0.7111514210700989,209무1443,0.9947696023754694
24,5,2467.6994799070644 854.3375563051779 3524.4124305959185 1810.9405104522773,2844.86572265625 1515.4512939453125 3206.233154296875 1613.3197021484375,0.7133870720863342,209무1443,0.8491473118215281
25,5,2466.4532948356177 853.4668431481865 3522.1675078057347 1810.1764869847934,2837.839111328125 1511.991943359375 3205.486328125 1611.098876953125,0.7090425491333008,209무1443,0.8246656644125768
26,5,2464.5933689608537 852.6682118551691 3520.0020087366493 1808.2857389918256,2838.620361328125 1512.7091064453125 3206.3232421875 1610.4833984375,0.7068038582801819,209무1443,0.37621631317926846
27,5,2461.853129400452 852.6512738075389 3516.6548805656207 1807.0733704537479,2835.427734375 1513.780517578125 3201.15087890625 1611.7822265625,0.7096007466316223,209무1443,0.6596382293356778
28,5,2460.6606940402853 852.2432563989624 3514.439690070407 1805.928109772462,2821.176513671875 1512.2589111328125 3201.716552734375 1610.3309326171875,0.704155683517456,209무1443,0.6090078293062671
29,5,2458.496255114303 852.7707263803964 3510.7494478765725 1804.963751450337,2826.122314453125 1510.6578369140625 3199.263427734375 1610.1807861328125,0.7078201770782471,209무1443,0.9548704989579119
30,5,2456.3849426135666 852.9017355466425 3507.0651537078866 1803.9911312960603,2810.967041015625 1511.84912109375 3195.359619140625 1608.763916015625,0.6987656354904175,209무1443,0.727709289345211
31,5,2454.1982277613197 853.6803006926243 3503.3395241236967 1803.6324148258618,2813.843505859375 1511.0823974609375 3193.61376953125 1609.0537109375,0.7047821879386902,209무1443,0.9819821795195285
32,5,2451.5578594443814 853.9859995876668 3500.4276801705655 1803.9163464304538,2806.153076171875 1510.5098876953125 3187.091552734375 1609.156494140625,0.7063441276550293,209무1443,0.9370219451540943
33,5,2448.7648686837447 853.3453596554464 3497.62632430581 1803.0382884744158,2819.456787109375 1512.081787109375 3185.245849609375 1609.70849609375,0.7084702253341675,209무1443,0.9282061110818426
34,5,2446.5318952364214 853.0589686260594 3495.0286081310524 1802.6557069458884,2831.135009765625 1514.2353515625 3180.094482421875 1608.63134765625,0.7057841420173645,209무1443,0.5883328718701327
35,5,2442.062520268611 853.369802368266 3490.976063117879 1802.68213051748,2824.374267578125 1512.8096923828125 3177.478515625 1609.6226806640625,0.7116614580154419,209무1443,0.7988810155058195
36,5,2438.4009497093566 854.281171501271 3487.8671262695243 1804.1483586646334,2808.140869140625 1513.543212890625 3174.755859375 1610.8798828125,0.7113669514656067,209무1443,0.9500672261179256
37,5,2434.358524677208 855.149761300994 3484.516485027808 1805.4525192479484,2814.660888671875 1512.2783203125 3168.933349609375 1608.49072265625,0.7076858878135681,209무1443,0.7756965458379743
38,5,2431.3243993652204 856.3814863724077 3481.6515702261204 1806.3389145190163,2784.4990234375 1511.853515625 3165.66748046875 1608.844482421875,0.7066835165023804,209무1443,0.9539841282318974
39,5,2427.0672427534496 856.1331315019221 3477.92521646248 1806.5891034523988,2781.617431640625 1512.4954833984375 3159.778564453125 1608.7152099609375,0.709835946559906,209무1443,0.6294547678680449
40,5,2423.5009019848203 855.1552533921805 3474.790677777247 1805.5627158137477,2798.736572265625 1515.1710205078125 3157.535400390625 1609.3656005859375,0.7133771777153015,209무1443,0.6283211161808158
41,5,2420.4309693503246 854.4228244660463 3471.3166895285876 1804.270419575822,2805.71435546875 1514.769287109375 3153.750244140625 1608.831298828125,0.7099581360816956,209무1443,0.7991739034952194
42,5,2416.430570280952 855.268928680511 3466.5030177830154 1804.6788105990347,2801.095458984375 1514.4990234375 3149.73486328125 1609.5615234375,0.7144550681114197,209무1443,0.619161323221216
43,5,2414.139051949975 854.1778885362362 3463.209191928931 1802.68223950904,2782.80908203125 1512.126708984375 3149.93115234375 1606.656005859375,0.7009332180023193,209무1443,0.3895521948405768
44,5,2410.5981399406523 853.7249671009129 3458.536455332834 1801.0204239511502,2786.826416015625 1512.6016845703125 3142.499267578125 1606.4696044921875,0.6992138028144836,209무1443,0.45802004317408274
45,5,2408.614014241943 853.4480389652039 3455.191694670944 1799.2385634747875,2763.480712890625 1511.2049560546875 3143.9794921875 1600.654541015625,0.6806414127349854,209무1443,0.9099016237443568
46,5,2406.473283077093 852.8615417351839 3452.2751413455903 1797.5293690855779,2762.464599609375 1507.7440185546875 3136.895751953125 1602.9390869140625,0.6952521800994873,209무1443,0.7641301839520435
47,5,2403.82540746457 852.7938514154648 3449.336983546905 1797.0802608043546,2754.8388671875 1506.8466796875 3134.42138671875 1603.74462890625,0.6976854801177979,209무1443,0.9692709426778281
