frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,3.0,[389.64404296875 259.054443359375 2068.07958984375 1564.779541015625],[876.4030151367188 1240.8807373046875 1411.5316162109375 1420.2325439453125],0.75257408618927,396두4690,0.8696969110207761
1,3.0,[384.8776485388951 260.18761819077963 2064.000859513405 1565.6595928171437],[865.470703125 1239.1055908203125 1403.98681640625 1423.505126953125],0.7578458786010742,396두4690,0.8391211079411227
2,3.0,[378.0840482076811 261.54938947776566 2059.3532383580296 1567.1940292386885],[854.4830932617188 1244.323974609375 1395.5809326171875 1422.46240234375],0.7565096616744995,396두4690,0.6013730595122246
3,3.0,[372.70475950852165 262.98167485666283 2053.949653767306 1568.2110650691816],[831.6106567382812 1246.9671630859375 1386.8402099609375 1422.9139404296875],0.758416473865509,396두4690,0.6511933671706506
4,3.0,[366.296126237821 263.5944113653886 2047.900563589991 1569.1124570635359],[839.8233032226562 1244.566162109375 1380.96875 1426.797119140625],0.7615720629692078,396두4690,0.6114343837326554
5,3.0,[359.339114553478 266.51792087476485 2043.5064399288794 1573.2263424363323],[836.3251342773438 1246.689208984375 1376.0504150390625 1427.3719482421875],0.7598185539245605,396두4690,0.8419933532308128
6,3.0,[352.70748150112934 269.15226661325244 2037.591051476843 1575.581428822852],[817.7708129882812 1247.44189453125 1367.884765625 1428.70458984375],0.7553173899650574,396두4690,0.4878316561822217
7,3.0,[345.7416465493594 270.53465534438897 2028.6804985978738 1576.210281030337],[833.361328125 1247.030029296875 1358.501953125 1428.708740234375],0.7581403851509094,396두4690,0.45747072455923754
8,3.0,[338.39099389823684 269.62196744295034 2020.0440574321528 1575.1984871523885],[807.5209350585938 1248.4886474609375 1347.328857421875 1428.1597900390625],0.7580728530883789,396두4690,0.9758237460981753
9,3.0,[330.125154041158 270.95757013392983 2010.7118178322685 1576.2588146440667],[786.5987548828125 1248.99072265625 1334.860107421875 1427.9122314453125],0.7603228092193604,396두4690,0.8142000776672933
10,3.0,[322.6949566061637 271.401257731368 2001.4120832820693 1575.214243944342],[800.1800537109375 1247.8231201171875 1328.6773681640625 1429.3721923828125],0.7594199180603027,396두4690,0.9274148056990588
11,3.0,[314.54500985492496 272.3933949473152 1994.2507205376592 1575.7749506232335],[775.8218994140625 1249.6015625 1322.4993896484375 1431.7408447265625],0.7572222352027893,396두4690,0.7521610048099904
12,3.0,[306.2254848295888 273.4190096111279 1986.7999262008066 1576.3649815906178],[769.1262817382812 1251.15673828125 1309.888916015625 1428.411865234375],0.7534975409507751,396두4690,0.663611370467405
13,3.0,[298.10780564843003 273.9467411429292 1980.2260570428277 1576.7355408288558],[763.3209838867188 1248.7249755859375 1304.1822509765625 1430.8128662109375],0.7601308822631836,396두4690,0.6199297622907655
14,3.0,[288.93494857550866 273.86795486777567 1974.4494894496452 1576.8509353689228],[754.8034057617188 1250.1043701171875 1291.093994140625 1434.2271728515625],0.7623341083526611,396두4690,0.7212410273166153
15,3.0,[280.27446027242627 274.72450179587474 1967.6870110050374 1577.5446229991576],[738.0546875 1249.583251953125 1283.1142578125 1433.0933837890625],0.7620730400085449,396두4690,0.7073554529786275
16,3.0,[270.3973804835406 275.20095293769225 1959.9572224843591 1577.6920564328411],[736.4251098632812 1248.611328125 1274.6202392578125 1433.8465576171875],0.7612241506576538,396두4690,0.7971220376018224
17,3.0,[260.4585966380905 275.3234748511462 1952.6499639859153 1577.5992207635627],[718.0274047851562 1248.6673583984375 1259.8704833984375 1430.2252197265625],0.7575495839118958,396두4690,0.7048932820751742
18,3.0,[251.16019078696058 273.2016431418965 1944.7270882091632 1574.3098517306964],[710.8331909179688 1249.742919921875 1244.26953125 1428.5611572265625],0.756654679775238,396두4690,0.4767231948339238
19,3.0,[241.50310886726174 272.86240430302155 1937.4259043051356 1572.8081799583954],[695.2340698242188 1250.6483154296875 1233.432861328125 1427.4964599609375],0.7582245469093323,396두4690,0.7438092927387767
20,3.0,[230.93133615825366 272.73163240520535 1930.173519151041 1571.4028105018413],[692.568603515625 1248.9207763671875 1220.564208984375 1428.79833984375],0.7582667469978333,396두4690,0.7320558032900791
21,3.0,[219.2278732539296 273.07978362487665 1922.3809102643138 1571.021147418668],[677.5211791992188 1246.8504638671875 1209.7025146484375 1429.1693115234375],0.7569191455841064,396두4690,0.686161337982496
22,3.0,[207.9546104533082 272.5159733964657 1915.7544091660807 1569.7906508357537],[653.0013427734375 1246.604736328125 1195.8201904296875 1428.815185546875],0.7604994177818298,396두4690,0.7351495469853975
23,3.0,[193.7845688502374 272.59203654007104 1907.531265320802 1570.7586682179335],[636.1666259765625 1245.5633544921875 1185.937255859375 1428.5985107421875],0.7623882293701172,396두4690,0.7364839576763359
24,3.0,[179.26428469273242 271.7955977103512 1898.6737949951976 1570.3704244411956],[621.3008422851562 1247.1947021484375 1169.19580078125 1422.4288330078125],0.7512384653091431,396두4690,0.7441331166946795
153,24.0,[1704.80563380881 349.91310851940335 2068.9491581324014 692.5533465476608],[1880.1778564453125 557.8970947265625 1987.5743408203125 605.44580078125],0.28030750155448914,59로0734,0.3208467125640217
154,5.0,[1984.3680676358094 227.5730998001817 3835.591220744765 1465.7443903331682],[3111.419677734375 1152.022705078125 3592.030517578125 1341.576416015625],0.7657795548439026,30루2170,0.6683644695889928
156,24.0,[1695.466371346687 351.1289160093528 2063.236685240876 695.8322629018118],[1868.767578125 557.6304931640625 1976.5364990234375 603.530517578125],0.31495487689971924,559로0734,0.8241270708493749
157,24.0,[1692.0280416891756 350.98178577407737 2061.1763134738458 695.7188068387655],[1858.3692626953125 562.43505859375 1980.9254150390625 613.1552734375],0.4114731550216675,459로0734,0.24535300311898156
158,5.0,[1965.0976641155846 231.02284441451195 3832.187652812666 1470.4360912732368],[3067.5361328125 1158.0882568359375 3562.082763671875 1350.2523193359375],0.766866147518158,30루2170,0.5586283110761777
